"rgb_colors:0","rgb_colors:1","rgb_colors:2","z","Points:0","Points:1","Points:2"
0,0,0,0.005,0.675,-0.205,0.005
0,0,0,0.005,0.685,-0.205,0.005
0,0,0,0.005,0.695,-0.205,0.005
0,0,0,0.005,0.705,-0.205,0.005
0,0,0,0.005,0.715,-0.205,0.005
0,0,0,0.005,0.645,-0.145,0.005
0,0,0,0.005,0.655,-0.145,0.005
0,0,0,0.005,0.665,-0.145,0.005
0,0,0,0.005,0.675,-0.145,0.005
0,0,0,0.005,0.685,-0.145,0.005
0,0,0,0.005,0.695,-0.145,0.005
0,0,0,0.005,0.705,-0.145,0.005
0,0,0,0.005,0.715,-0.145,0.005
0,0,0,0.005,0.645,-0.095,0.005
0,0,0,0.005,0.655,-0.095,0.005
0,0,0,0.005,0.665,-0.095,0.005
0,0,0,0.005,0.675,-0.095,0.005
0,0,0,0.005,0.685,-0.095,0.005
0,0,0,0.005,0.695,-0.095,0.005
0,0,0,0.005,0.705,-0.095,0.005
0,0,0,0.005,0.715,-0.095,0.005
0,0,0,0.005,0.645,-0.035,0.005
0,0,0,0.005,0.655,-0.035,0.005
0,0,0,0.005,0.665,-0.035,0.005
0,0,0,0.005,0.675,-0.035,0.005
0,0,0,0.005,0.685,-0.035,0.005
0,0,0,0.005,0.695,-0.035,0.005
0,0,0,0.005,0.705,-0.035,0.005
0,0,0,0.005,0.715,-0.035,0.005
0,0,0,0.655,0.395,-0.525,0.655
0,0,0,0.645,0.395,-0.485,0.645
0,0,0,0.655,0.395,-0.485,0.655
0,0,0,0.665,0.395,-0.515,0.665
0,0,0,0.675,0.395,-0.505,0.675
0,0,0,0.695,0.395,-0.495,0.695
0,0,0,0.715,0.395,-0.515,0.715
0,0,0,0.705,0.395,-0.485,0.705
0,0,0,0.715,0.395,-0.485,0.715
0,0,0,0.725,0.395,-0.515,0.725
0,0,0,0.745,0.395,-0.505,0.745
0,0,0,0.755,0.395,-0.495,0.755
0,0,0,0.765,0.395,-0.525,0.765
0,0,0,0.775,0.395,-0.515,0.775
0,0,0,0.765,0.395,-0.485,0.765
0,0,0,0.775,0.395,-0.485,0.775
0,0,0,0.785,0.395,-0.505,0.785
0,0,0,0.795,0.395,-0.495,0.795
0,0,0,0.665,0.395,-0.475,0.665
0,0,0,0.665,0.405,-0.475,0.665
0,0,0,0.665,0.415,-0.475,0.665
0,0,0,0.665,0.425,-0.475,0.665
0,0,0,0.665,0.435,-0.475,0.665
0,0,0,0.655,0.445,-0.475,0.655
0,0,0,0.655,0.455,-0.475,0.655
0,0,0,0.725,0.395,-0.475,0.725
0,0,0,0.785,0.395,-0.475,0.785
0,0,0,0.725,0.405,-0.475,0.725
0,0,0,0.725,0.415,-0.475,0.725
0,0,0,0.725,0.425,-0.475,0.725
0,0,0,0.785,0.405,-0.475,0.785
0,0,0,0.805,0.395,-0.495,0.805
0,0,0,0.815,0.395,-0.485,0.815
0,0,0,0.825,0.395,-0.515,0.825
0,0,0,0.835,0.395,-0.515,0.835
0,0,0,0.835,0.395,-0.505,0.835
0,0,0,0.845,0.395,-0.495,0.845
0,0,0,0.855,0.405,-0.495,0.855
0,0,0,0.855,0.415,-0.495,0.855
0,0,0,0.855,0.425,-0.495,0.855
0,0,0,0.855,0.435,-0.495,0.855
0,0,0,0.855,0.445,-0.495,0.855
0,0,0,0.855,0.455,-0.495,0.855
0,0,0,0.855,0.465,-0.485,0.855
0,0,0,0.855,0.475,-0.485,0.855
0,0,0,0.855,0.525,-0.525,0.855
0,0,0,0.855,0.535,-0.525,0.855
0,0,0,0.855,0.545,-0.525,0.855
0,0,0,0.855,0.555,-0.525,0.855
0,0,0,0.855,0.485,-0.485,0.855
0,0,0,0.855,0.495,-0.485,0.855
0,0,0,0.855,0.505,-0.485,0.855
0,0,0,0.855,0.515,-0.485,0.855
0,0,0,0.855,0.525,-0.485,0.855
0,0,0,0.855,0.535,-0.485,0.855
0,0,0,0.855,0.545,-0.485,0.855
0,0,0,0.855,0.555,-0.485,0.855
0,0,0,0.855,0.565,-0.525,0.855
0,0,0,0.855,0.575,-0.525,0.855
0,0,0,0.855,0.575,-0.515,0.855
0,0,0,0.855,0.585,-0.515,0.855
0,0,0,0.855,0.595,-0.515,0.855
0,0,0,0.855,0.565,-0.485,0.855
0,0,0,0.855,0.605,-0.515,0.855
0,0,0,0.855,0.615,-0.515,0.855
0,0,0,0.855,0.625,-0.515,0.855
0,0,0,0.855,0.635,-0.515,0.855
0,0,0,0.805,0.395,-0.465,0.805
0,0,0,0.815,0.395,-0.455,0.815
0,0,0,0.825,0.395,-0.475,0.825
0,0,0,0.835,0.395,-0.475,0.835
0,0,0,0.825,0.395,-0.445,0.825
0,0,0,0.835,0.395,-0.445,0.835
